,0
94,-0.5761421842712685
95,-0.5761421842712685
96,-0.5761421842712685
97,-0.5761421842712685
98,-0.5761421842712685
99,-0.5761421842712685
100,-0.794475024861023
101,-0.794475024861023
102,-0.794475024861023
103,-0.794475024861023
104,-0.794475024861023
105,-0.794475024861023
106,-0.794475024861023
107,-0.794475024861023
108,-0.794475024861023
109,-0.794475024861023
110,-0.794475024861023
111,-0.794475024861023
112,-0.794475024861023
113,-0.794475024861023
114,-0.794475024861023
115,-0.794475024861023
116,-0.794475024861023
117,-0.794475024861023
118,-0.794475024861023
119,-0.794475024861023
120,-0.794475024861023
121,-0.794475024861023
122,-0.794475024861023
123,-0.794475024861023
124,-0.794475024861023
125,-0.794475024861023
126,-0.794475024861023
127,-0.794475024861023
128,-0.794475024861023
129,-0.794475024861023
130,-0.794475024861023
131,-0.794475024861023
132,-0.794475024861023
133,-0.794475024861023
134,-0.794475024861023
135,-0.794475024861023
136,-0.794475024861023
137,-0.794475024861023
138,-0.794475024861023
139,-0.794475024861023
140,-0.794475024861023
141,-0.794475024861023
142,-0.794475024861023
143,-0.794475024861023
144,-0.794475024861023
145,-0.794475024861023
146,-0.794475024861023
147,-0.794475024861023
148,-0.794475024861023
149,-0.794475024861023
150,-0.934884629305373
151,-0.934884629305373
152,-0.934884629305373
153,-0.934884629305373
154,-0.934884629305373
155,-0.934884629305373
156,-0.934884629305373
157,-0.934884629305373
158,-0.934884629305373
159,-0.934884629305373
160,-0.934884629305373
161,-0.934884629305373
162,-0.934884629305373
163,-0.934884629305373
164,-0.934884629305373
165,-0.934884629305373
166,-0.934884629305373
167,-0.934884629305373
168,-0.934884629305373
169,-0.934884629305373
170,-0.934884629305373
171,-0.934884629305373
172,-0.934884629305373
173,-0.934884629305373
174,-0.934884629305373
175,-0.934884629305373
176,-0.934884629305373
177,-0.934884629305373
178,-0.934884629305373
179,-0.934884629305373
180,-0.934884629305373
181,-0.934884629305373
182,-0.934884629305373
183,-0.934884629305373
184,-0.934884629305373
185,-0.934884629305373
186,-0.934884629305373
187,-0.934884629305373
188,-0.934884629305373
189,-0.934884629305373
190,-0.934884629305373
191,-0.934884629305373
192,-0.934884629305373
193,-0.934884629305373
194,-0.934884629305373
195,-0.934884629305373
196,-0.934884629305373
197,-0.934884629305373
198,-0.934884629305373
199,-0.934884629305373
200,-0.9835994246513313
201,-0.9835994246513313
202,-0.9835994246513313
203,-0.9835994246513313
204,-0.9835994246513313
205,-0.9835994246513313
206,-0.9835994246513313
207,-0.9835994246513313
208,-0.9835994246513313
209,-0.9835994246513313
210,-0.9835994246513313
211,-0.9835994246513313
212,-0.9835994246513313
213,-0.9835994246513313
214,-0.9835994246513313
215,-0.9835994246513313
216,-0.9835994246513313
217,-0.9835994246513313
218,-0.9835994246513313
219,-0.9835994246513313
220,-0.9835994246513313
221,-0.9835994246513313
222,-0.9835994246513313
223,-0.9835994246513313
224,-0.9835994246513313
225,-0.9835994246513313
226,-0.9835994246513313
227,-0.9835994246513313
228,-0.9835994246513313
229,-0.9835994246513313
230,-0.9835994246513313
231,-0.9835994246513313
232,-0.9835994246513313
233,-0.9835994246513313
234,-0.9835994246513313
235,-0.9835994246513313
236,-0.9835994246513313
237,-0.9835994246513313
238,-0.9835994246513313
239,-0.9835994246513313
240,-0.9835994246513313
241,-0.9835994246513313
242,-0.9835994246513313
243,-0.9835994246513313
244,-0.9835994246513313
245,-0.9835994246513313
246,-0.9835994246513313
247,-0.9835994246513313
248,-0.9835994246513313
249,-0.9835994246513313
250,-0.9358413947464302
251,-0.9358413947464302
252,-0.9358413947464302
253,-0.9358413947464302
254,-0.9358413947464302
255,-0.9358413947464302
256,-0.9358413947464302
257,-0.9358413947464302
258,-0.9358413947464302
259,-0.9358413947464302
260,-0.9358413947464302
261,-0.9358413947464302
262,-0.9358413947464302
263,-0.9358413947464302
264,-0.9358413947464302
265,-0.9358413947464302
266,-0.9358413947464302
267,-0.9358413947464302
268,-0.9358413947464302
269,-0.9358413947464302
270,-0.9358413947464302
271,-0.9358413947464302
272,-0.9358413947464302
273,-0.9358413947464302
274,-0.9358413947464302
275,-0.9358413947464302
276,-0.9358413947464302
277,-0.9358413947464302
278,-0.9358413947464302
279,-0.9358413947464302
280,-0.9358413947464302
281,-0.9358413947464302
282,-0.9358413947464302
283,-0.9358413947464302
284,-0.9358413947464302
285,-0.9358413947464302
286,-0.9358413947464302
287,-0.9358413947464302
288,-0.9358413947464302
289,-0.9358413947464302
290,-0.9358413947464302
291,-0.9358413947464302
292,-0.9358413947464302
293,-0.9358413947464302
294,-0.9358413947464302
295,-0.9358413947464302
296,-0.9358413947464302
297,-0.9358413947464302
298,-0.9358413947464302
299,-0.9358413947464302
300,-0.796294714833019
301,-0.796294714833019
302,-0.796294714833019
303,-0.796294714833019
304,-0.796294714833019
305,-0.796294714833019
306,-0.796294714833019
307,-0.796294714833019
308,-0.796294714833019
309,-0.796294714833019
310,-0.796294714833019
311,-0.796294714833019
312,-0.796294714833019
313,-0.796294714833019
314,-0.796294714833019
315,-0.796294714833019
316,-0.796294714833019
317,-0.796294714833019
318,-0.796294714833019
319,-0.796294714833019
320,-0.796294714833019
321,-0.796294714833019
322,-0.796294714833019
323,-0.796294714833019
324,-0.796294714833019
325,-0.796294714833019
326,-0.796294714833019
327,-0.796294714833019
328,-0.796294714833019
329,-0.796294714833019
330,-0.796294714833019
331,-0.796294714833019
332,-0.796294714833019
333,-0.796294714833019
334,-0.796294714833019
335,-0.796294714833019
336,-0.796294714833019
337,-0.796294714833019
338,-0.796294714833019
339,-0.796294714833019
340,-0.796294714833019
341,-0.796294714833019
342,-0.796294714833019
343,-0.796294714833019
344,-0.796294714833019
345,-0.796294714833019
346,-0.796294714833019
347,-0.796294714833019
348,-0.796294714833019
349,-0.796294714833019
350,-0.5786463210033964
351,-0.5786463210033964
352,-0.5786463210033964
353,-0.5786463210033964
354,-0.5786463210033964
355,-0.5786463210033964
356,-0.5786463210033964
357,-0.5786463210033964
358,-0.5786463210033964
359,-0.5786463210033964
360,-0.5786463210033964
361,-0.5786463210033964
362,-0.5786463210033964
363,-0.5786463210033964
364,-0.5786463210033964
365,-0.5786463210033964
366,-0.5786463210033964
367,-0.5786463210033964
368,-0.5786463210033964
369,-0.5786463210033964
370,-0.5786463210033964
371,-0.5786463210033964
372,-0.5786463210033964
373,-0.5786463210033964
374,-0.5786463210033964
375,-0.5786463210033964
376,-0.5786463210033964
377,-0.5786463210033964
378,-0.5786463210033964
379,-0.5786463210033964
380,-0.5786463210033964
381,-0.5786463210033964
382,-0.5786463210033964
383,-0.5786463210033964
384,-0.5786463210033964
385,-0.5786463210033964
386,-0.5786463210033964
387,-0.5786463210033964
388,-0.5786463210033964
389,-0.5786463210033964
390,-0.5786463210033964
391,-0.5786463210033964
392,-0.5786463210033964
393,-0.5786463210033964
394,-0.5786463210033964
395,-0.5786463210033964
396,-0.5786463210033964
397,-0.5786463210033964
398,-0.5786463210033964
399,-0.5786463210033964
400,-0.304243476114592
401,-0.304243476114592
402,-0.304243476114592
403,-0.304243476114592
404,-0.304243476114592
405,-0.304243476114592
406,-0.304243476114592
407,-0.304243476114592
408,-0.304243476114592
409,-0.304243476114592
410,-0.304243476114592
411,-0.304243476114592
412,-0.304243476114592
413,-0.304243476114592
414,-0.304243476114592
415,-0.304243476114592
416,-0.304243476114592
417,-0.304243476114592
418,-0.304243476114592
419,-0.304243476114592
420,-0.304243476114592
421,-0.304243476114592
422,-0.304243476114592
423,-0.304243476114592
424,-0.304243476114592
425,-0.304243476114592
426,-0.304243476114592
427,-0.304243476114592
428,-0.304243476114592
429,-0.304243476114592
430,-0.304243476114592
431,-0.304243476114592
432,-0.304243476114592
433,-0.304243476114592
434,-0.304243476114592
435,-0.304243476114592
436,-0.304243476114592
437,-0.304243476114592
438,-0.304243476114592
439,-0.304243476114592
440,-0.304243476114592
441,-0.304243476114592
442,-0.304243476114592
443,-0.304243476114592
444,-0.304243476114592
445,-0.304243476114592
446,-0.304243476114592
447,-0.304243476114592
448,-0.304243476114592
449,-0.304243476114592
450,-2.1149748619109232e-16
451,-2.1149748619109232e-16
452,-2.1149748619109232e-16
453,-2.1149748619109232e-16
454,-2.1149748619109232e-16
455,-2.1149748619109232e-16
456,-2.1149748619109232e-16
457,-2.1149748619109232e-16
458,-2.1149748619109232e-16
459,-2.1149748619109232e-16
460,-2.1149748619109232e-16
461,-2.1149748619109232e-16
462,-2.1149748619109232e-16
463,-2.1149748619109232e-16
464,-2.1149748619109232e-16
465,-2.1149748619109232e-16
466,-2.1149748619109232e-16
467,-2.1149748619109232e-16
468,-2.1149748619109232e-16
469,-2.1149748619109232e-16
470,-2.1149748619109232e-16
471,-2.1149748619109232e-16
472,-2.1149748619109232e-16
473,-2.1149748619109232e-16
474,-2.1149748619109232e-16
475,-2.1149748619109232e-16
476,-2.1149748619109232e-16
477,-2.1149748619109232e-16
478,-2.1149748619109232e-16
479,-2.1149748619109232e-16
480,-2.1149748619109232e-16
481,-2.1149748619109232e-16
482,-2.1149748619109232e-16
483,-2.1149748619109232e-16
484,-2.1149748619109232e-16
485,-2.1149748619109232e-16
486,-2.1149748619109232e-16
487,-2.1149748619109232e-16
488,-2.1149748619109232e-16
489,-2.1149748619109232e-16
490,-2.1149748619109232e-16
491,-2.1149748619109232e-16
492,-2.1149748619109232e-16
493,-2.1149748619109232e-16
494,-2.1149748619109232e-16
495,-2.1149748619109232e-16
496,-2.1149748619109232e-16
497,-2.1149748619109232e-16
498,-2.1149748619109232e-16
499,-2.1149748619109232e-16
500,0.3042434761145917
501,0.3042434761145917
502,0.3042434761145917
503,0.3042434761145917
504,0.3042434761145917
505,0.3042434761145917
506,0.3042434761145917
507,0.3042434761145917
508,0.3042434761145917
509,0.3042434761145917
510,0.3042434761145917
511,0.3042434761145917
512,0.3042434761145917
513,0.3042434761145917
514,0.3042434761145917
515,0.3042434761145917
516,0.3042434761145917
517,0.3042434761145917
518,0.3042434761145917
519,0.3042434761145917
520,0.3042434761145917
521,0.3042434761145917
522,0.3042434761145917
523,0.3042434761145917
524,0.3042434761145917
525,0.3042434761145917
526,0.3042434761145917
527,0.3042434761145917
528,0.3042434761145917
529,0.3042434761145917
530,0.3042434761145917
531,0.3042434761145917
532,0.3042434761145917
533,0.3042434761145917
534,0.3042434761145917
535,0.3042434761145917
536,0.3042434761145917
537,0.3042434761145917
538,0.3042434761145917
539,0.3042434761145917
540,0.3042434761145917
541,0.3042434761145917
542,0.3042434761145917
543,0.3042434761145917
544,0.3042434761145917
545,0.3042434761145917
546,0.3042434761145917
547,0.3042434761145917
548,0.3042434761145917
549,0.3042434761145917
550,0.5786463210033962
551,0.5786463210033962
552,0.5786463210033962
553,0.5786463210033962
554,0.5786463210033962
555,0.5786463210033962
556,0.5786463210033962
557,0.5786463210033962
558,0.5786463210033962
559,0.5786463210033962
560,0.5786463210033962
561,0.5786463210033962
562,0.5786463210033962
563,0.5786463210033962
564,0.5786463210033962
565,0.5786463210033962
566,0.5786463210033962
567,0.5786463210033962
568,0.5786463210033962
569,0.5786463210033962
570,0.5786463210033962
571,0.5786463210033962
572,0.5786463210033962
573,0.5786463210033962
574,0.5786463210033962
575,0.5786463210033962
576,0.5786463210033962
577,0.5786463210033962
578,0.5786463210033962
579,0.5786463210033962
580,0.5786463210033962
581,0.5786463210033962
582,0.5786463210033962
583,0.5786463210033962
584,0.5786463210033962
585,0.5786463210033962
586,0.5786463210033962
587,0.5786463210033962
588,0.5786463210033962
589,0.5786463210033962
590,0.5786463210033962
591,0.5786463210033962
592,0.5786463210033962
593,0.5786463210033962
594,0.5786463210033962
595,0.5786463210033962
596,0.5786463210033962
597,0.5786463210033962
598,0.5786463210033962
599,0.5786463210033962
600,0.7962947148330187
601,0.7962947148330187
602,0.7962947148330187
603,0.7962947148330187
604,0.7962947148330187
605,0.7962947148330187
606,0.7962947148330187
607,0.7962947148330187
608,0.7962947148330187
609,0.7962947148330187
610,0.7962947148330187
611,0.7962947148330187
612,0.7962947148330187
613,0.7962947148330187
614,0.7962947148330187
615,0.7962947148330187
616,0.7962947148330187
617,0.7962947148330187
618,0.7962947148330187
619,0.7962947148330187
620,0.7962947148330187
621,0.7962947148330187
622,0.7962947148330187
623,0.7962947148330187
624,0.7962947148330187
625,0.7962947148330187
626,0.7962947148330187
627,0.7962947148330187
628,0.7962947148330187
629,0.7962947148330187
630,0.7962947148330187
631,0.7962947148330187
632,0.7962947148330187
633,0.7962947148330187
634,0.7962947148330187
635,0.7962947148330187
636,0.7962947148330187
637,0.7962947148330187
638,0.7962947148330187
639,0.7962947148330187
640,0.7962947148330187
641,0.7962947148330187
642,0.7962947148330187
643,0.7962947148330187
644,0.7962947148330187
645,0.7962947148330187
646,0.7962947148330187
647,0.7962947148330187
648,0.7962947148330187
649,0.7962947148330187
650,0.9358413947464299
651,0.9358413947464299
652,0.9358413947464299
653,0.9358413947464299
654,0.9358413947464299
655,0.9358413947464299
656,0.9358413947464299
657,0.9358413947464299
658,0.9358413947464299
659,0.9358413947464299
660,0.9358413947464299
661,0.9358413947464299
662,0.9358413947464299
663,0.9358413947464299
664,0.9358413947464299
665,0.9358413947464299
666,0.9358413947464299
667,0.9358413947464299
668,0.9358413947464299
669,0.9358413947464299
670,0.9358413947464299
671,0.9358413947464299
672,0.9358413947464299
673,0.9358413947464299
674,0.9358413947464299
675,0.9358413947464299
676,0.9358413947464299
677,0.9358413947464299
678,0.9358413947464299
679,0.9358413947464299
680,0.9358413947464299
681,0.9358413947464299
682,0.9358413947464299
683,0.9358413947464299
684,0.9358413947464299
685,0.9358413947464299
686,0.9358413947464299
687,0.9358413947464299
688,0.9358413947464299
689,0.9358413947464299
690,0.9358413947464299
691,0.9358413947464299
692,0.9358413947464299
693,0.9358413947464299
694,0.9358413947464299
695,0.9358413947464299
696,0.9358413947464299
697,0.9358413947464299
698,0.9358413947464299
699,0.9358413947464299
700,0.9835994246513309
701,0.9835994246513309
702,0.9835994246513309
703,0.9835994246513309
704,0.9835994246513309
705,0.9835994246513309
706,0.9835994246513309
707,0.9835994246513309
708,0.9835994246513309
709,0.9835994246513309
710,0.9835994246513309
711,0.9835994246513309
712,0.9835994246513309
713,0.9835994246513309
714,0.9835994246513309
715,0.9835994246513309
716,0.9835994246513309
717,0.9835994246513309
718,0.9835994246513309
719,0.9835994246513309
720,0.9835994246513309
721,0.9835994246513309
722,0.9835994246513309
723,0.9835994246513309
724,0.9835994246513309
725,0.9835994246513309
726,0.9835994246513309
727,0.9835994246513309
728,0.9835994246513309
729,0.9835994246513309
730,0.9835994246513309
731,0.9835994246513309
732,0.9835994246513309
733,0.9835994246513309
734,0.9835994246513309
735,0.9835994246513309
736,0.9835994246513309
737,0.9835994246513309
738,0.9835994246513309
739,0.9835994246513309
740,0.9835994246513309
741,0.9835994246513309
742,0.9835994246513309
743,0.9835994246513309
744,0.9835994246513309
745,0.9835994246513309
746,0.9835994246513309
747,0.9835994246513309
748,0.9835994246513309
749,0.9835994246513309
750,0.934884629305373
751,0.934884629305373
752,0.934884629305373
753,0.934884629305373
754,0.934884629305373
755,0.934884629305373
756,0.934884629305373
757,0.934884629305373
758,0.934884629305373
759,0.934884629305373
760,0.934884629305373
761,0.934884629305373
762,0.934884629305373
763,0.934884629305373
764,0.934884629305373
765,0.934884629305373
766,0.934884629305373
767,0.934884629305373
768,0.934884629305373
769,0.934884629305373
770,0.934884629305373
771,0.934884629305373
772,0.934884629305373
773,0.934884629305373
774,0.934884629305373
775,0.934884629305373
776,0.934884629305373
777,0.934884629305373
778,0.934884629305373
779,0.934884629305373
780,0.934884629305373
781,0.934884629305373
782,0.934884629305373
783,0.934884629305373
784,0.934884629305373
785,0.934884629305373
786,0.934884629305373
787,0.934884629305373
788,0.934884629305373
789,0.934884629305373
790,0.934884629305373
791,0.934884629305373
792,0.934884629305373
793,0.934884629305373
794,0.934884629305373
795,0.934884629305373
796,0.934884629305373
797,0.934884629305373
798,0.934884629305373
799,0.934884629305373
800,0.7944750248610233
801,0.7944750248610233
802,0.7944750248610233
803,0.7944750248610233
804,0.7944750248610233
805,0.7944750248610233
806,0.7944750248610233
807,0.7944750248610233
808,0.7944750248610233
809,0.7944750248610233
810,0.7944750248610233
811,0.7944750248610233
812,0.7944750248610233
813,0.7944750248610233
814,0.7944750248610233
815,0.7944750248610233
816,0.7944750248610233
817,0.7944750248610233
818,0.7944750248610233
819,0.7944750248610233
820,0.7944750248610233
821,0.7944750248610233
822,0.7944750248610233
823,0.7944750248610233
824,0.7944750248610233
825,0.7944750248610233
826,0.7944750248610233
827,0.7944750248610233
828,0.7944750248610233
829,0.7944750248610233
830,0.7944750248610233
831,0.7944750248610233
832,0.7944750248610233
833,0.7944750248610233
834,0.7944750248610233
835,0.7944750248610233
836,0.7944750248610233
837,0.7944750248610233
838,0.7944750248610233
839,0.7944750248610233
840,0.7944750248610233
841,0.7944750248610233
842,0.7944750248610233
843,0.7944750248610233
844,0.7944750248610233
845,0.7944750248610233
846,0.7944750248610233
847,0.7944750248610233
848,0.7944750248610233
849,0.7944750248610233
850,0.576142184271269
851,0.576142184271269
852,0.576142184271269
853,0.576142184271269
854,0.576142184271269
855,0.576142184271269
856,0.576142184271269
857,0.576142184271269
858,0.576142184271269
859,0.576142184271269
860,0.576142184271269
861,0.576142184271269
862,0.576142184271269
863,0.576142184271269
864,0.576142184271269
865,0.576142184271269
866,0.576142184271269
867,0.576142184271269
868,0.576142184271269
869,0.576142184271269
870,0.576142184271269
871,0.576142184271269
872,0.576142184271269
873,0.576142184271269
874,0.576142184271269
875,0.576142184271269
876,0.576142184271269
877,0.576142184271269
878,0.576142184271269
879,0.576142184271269
880,0.576142184271269
881,0.576142184271269
882,0.576142184271269
883,0.576142184271269
884,0.576142184271269
885,0.576142184271269
886,0.576142184271269
887,0.576142184271269
888,0.576142184271269
889,0.576142184271269
890,0.576142184271269
891,0.576142184271269
892,0.576142184271269
893,0.576142184271269
894,0.576142184271269
895,0.576142184271269
896,0.576142184271269
897,0.576142184271269
898,0.576142184271269
899,0.576142184271269
