#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,pod
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:25:53Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:25:54Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:25:55Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:25:57Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:25:58Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:00Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:01Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:02Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:04Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:05Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:07Z,176,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:08Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:09Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:11Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:12Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:13Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:15Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:16Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:18Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:19Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:20Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:22Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:23Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:24Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:26Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:27Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:28Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:30Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:31Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:32Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:34Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:35Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:37Z,135,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:38Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:39Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:41Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:42Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:43Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:45Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:46Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:47Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:49Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:50Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:52Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:53Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:54Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:56Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:57Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:26:58Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:00Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:01Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:02Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:04Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:05Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:06Z,124,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:08Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:09Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:10Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:12Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:13Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:14Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:16Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:17Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:19Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:20Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:21Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:23Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:24Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:25Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:27Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:28Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:29Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:31Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:32Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:33Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:35Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:36Z,95,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:38Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:39Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:40Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:42Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:43Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:44Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:46Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:47Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:48Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:50Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:51Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:52Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:54Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:55Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:56Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:58Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:27:59Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:00Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:02Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:03Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:04Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:06Z,57,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:07Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:09Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:10Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:11Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:13Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:14Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:15Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:17Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:18Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:19Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:21Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:22Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:23Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:25Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:26Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:27Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:29Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:30Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:31Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:33Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:34Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:36Z,47,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:37Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:38Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:40Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:41Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:42Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:44Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:45Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:46Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:48Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:49Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:50Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:52Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:53Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:55Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:56Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:57Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:28:59Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:00Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:01Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:03Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:04Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:06Z,35,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:07Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:08Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:10Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:11Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:12Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:14Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:15Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:16Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:18Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:19Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:20Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:22Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:23Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
,,2,2022-05-29T03:11:14.864489485Z,2022-05-29T06:11:14.864489485Z,2022-05-29T05:29:24Z,32,cpu,kubeTopPod,query-api-app-57688bf996-bzppz
